
0;mojombo;grit;Tom Preston-Werner;Mon Oct 29 12:37:16 BRST 2007;2872;48;189;2;187;0;4;18386;11;450;1852;7954;0;0;0%;0%;0%

1;rubinius;rubinius;Rubinius;Sat Jan 12 14:46:52 BRST 2008;2797;553;3495;206;3289;0;0;0;0;582;2474;205366;0;0;0%;0%;0%

2;mojombo;god;Tom Preston-Werner;Sun Jan 13 03:16:23 BRST 2008;2796;82;220;101;119;0;0;18386;11;440;1829;3122;0;0;0%;0%;0%

3;defunkt;ambition;Chris Wanstrath;Mon Jan 14 04:28:56 BRST 2008;2795;3;2;2;0;0;0;14623;208;13;141;473;0;0;0%;0%;0%

4;technoweenie;restful-authentication;risk danger olson;Mon Jan 14 12:44:23 BRST 2008;2795;39;33;28;5;0;0;2165;17;275;1635;1208;0;0;0%;0%;0%

5;technoweenie;attachment_fu;risk danger olson;Mon Jan 14 12:51:56 BRST 2008;2795;36;52;36;16;0;0;2165;17;291;1033;1008;0;0;0%;0%;0%

6;topfunky;bong;Geoffrey Grosenbach;Tue Jan 15 03:42:45 BRST 2008;2794;2;2;2;0;0;0;1080;199;4;60;123;0;0;0%;0%;0%

7;anotherjesse;s3;Jesse Andrews;Tue Jan 15 06:09:42 BRST 2008;2794;9;2;2;0;0;0;120;31;6;22;393;0;0;0%;0%;0%

8;anotherjesse;taboo;Jesse Andrews;Tue Jan 15 06:13:02 BRST 2008;2794;14;1;1;0;0;0;120;31;9;20;781;0;0;0%;0%;0%

9;anotherjesse;foxtracs;Jesse Andrews;Tue Jan 15 06:18:59 BRST 2008;2794;4;2;2;0;0;0;120;31;0;4;135;0;0;0%;0%;0%

10;macournoyer;thin;Marc-André Cournoyer;Sat Jan 19 03:39:04 BRST 2008;2790;81;278;75;203;0;0;732;51;242;1648;3306;0;0;0%;0%;0%

11;jamesgolick;resource_controller;James Golick;Sat Jan 19 20:55:05 BRST 2008;2790;10;12;11;1;0;0;543;30;92;509;776;0;0;0%;0%;0%

12;jamesgolick;enum_field;James Golick;Mon Jan 21 23:54:15 BRST 2008;2788;4;3;2;1;0;0;543;30;13;54;131;0;0;0%;0%;0%

13;defunkt;cache_fu;Chris Wanstrath;Tue Jan 22 22:28:10 BRST 2008;2787;8;6;6;0;0;0;14623;208;67;262;105;0;0;0%;0%;0%

14;bmizerany;sinatra;Blake Mizerany;Thu Jan 24 02:49:54 BRST 2008;2785;168;7;2;5;0;0;961;16;1277;888;8111;0;0;0%;0%;0%

15;defunkt;mofo;Chris Wanstrath;Sun Jan 27 05:06:40 BRST 2008;2782;5;1;0;1;0;0;14623;208;16;88;223;0;0;0%;0%;0%

16;schacon;ruby-git;Scott Chacon;Sun Jan 27 15:23:23 BRST 2008;2782;46;243;112;131;0;0;10411;21;307;981;3181;0;0;0%;0%;0%

17;abhay;calais;Abhay Kumar;Tue Jan 29 02:10:12 BRST 2008;2780;15;13;6;7;0;0;34;0;50;136;349;0;0;0%;0%;0%

18;mojombo;chronic;Tom Preston-Werner;Tue Jan 29 04:48:49 BRST 2008;2780;57;312;90;222;26;26;18386;11;324;2289;1476;0;0;0%;0%;0%

19;sr;git-wiki;Simon Rozet;Tue Jan 29 18:39:42 BRST 2008;2780;8;10;7;3;0;0;426;157;237;518;2301;0;0;0%;0%;0%

20;queso;signal-wiki;Josh Owens;Wed Jan 30 17:57:12 BRST 2008;2779;7;2;2;0;0;0;203;21;12;69;3438;0;0;0%;0%;0%

21;drnic;ruby-on-rails-tmbundle;Dr Nic Williams;Wed Jan 30 21:20:38 BRST 2008;2779;32;56;32;24;0;0;1446;13;147;932;2337;0;0;0%;0%;0%

22;danwrong;low-pro-for-jquery;Dan Webb;Thu Jan 31 12:11:27 BRST 2008;2778;4;2;2;0;0;0;294;31;15;139;350;0;0;0%;0%;0%

23;mojombo;yaws;Tom Preston-Werner;Thu Jan 31 17:10:07 BRST 2008;2778;2;1;1;0;0;0;18386;11;6;37;808;0;0;0%;0%;0%

24;grempe;amazon-ec2;Glenn Rempe;Fri Feb 01 02:27:00 BRST 2008;2777;46;32;17;15;0;0;31;0;111;436;2628;0;0;0%;0%;0%

25;wayneeseguin;merblogger;Wayne E. Seguin;Fri Feb 01 14:27:17 BRST 2008;2777;4;1;1;0;0;0;608;16;1;16;6900;0;0;0%;0%;0%

26;wayneeseguin;alogr;Wayne E. Seguin;Fri Feb 01 14:36:54 BRST 2008;2777;3;1;1;0;0;0;608;16;0;8;124;0;0;0%;0%;0%

27;wayneeseguin;autozest;Wayne E. Seguin;Fri Feb 01 14:37:51 BRST 2008;2777;2;1;1;0;0;0;608;16;0;4;276;0;0;0%;0%;0%

28;wycats;merb-plugins;Yehuda Katz;Sat Feb 02 09:28:47 BRST 2008;2776;92;2;2;0;0;0;6564;3;63;215;7064;0;0;0%;0%;0%

29;atmos;fitter_happier;Corey Donohoe;Sat Feb 02 18:59:44 BRST 2008;2776;4;2;1;1;0;0;928;164;1;3;135;0;0;0%;0%;0%

30;brosner;oebfare;Brian Rosner;Sat Feb 02 20:26:41 BRST 2008;2776;4;1;0;1;0;0;572;109;4;42;2826;0;0;0%;0%;0%

31;cristibalan;braid;Cristi Balan;Sun Feb 03 19:14:46 BRST 2008;2775;14;28;0;28;0;0;65;35;27;366;718;0;0;0%;0%;0%

32;jnicklas;uploadcolumn;Jonas Nicklas;Sun Feb 03 19:23:05 BRST 2008;2775;2;1;1;0;0;0;658;7;6;31;1254;0;0;0%;0%;0%

33;engineyard;eycap;Engine Yard, Inc.;Mon Feb 04 09:37:14 BRST 2008;2774;60;46;4;42;0;0;0;0;54;120;1112;0;0;0%;0%;0%

34;chneukirchen;gitsum;Christian Neukirchen;Mon Feb 04 10:17:55 BRST 2008;2774;3;2;1;1;0;0;487;1;11;55;96;0;0;0%;0%;0%

35;sevenwire;forgery;Sevenwire;Wed Feb 06 20:33:31 BRST 2008;2772;45;75;10;65;0;0;0;0;88;679;1043;0;0;0%;0%;0%

36;lazyatom;soup;James Adam;Thu Feb 07 15:04:58 BRST 2008;2771;2;1;0;1;0;0;126;17;6;18;1062;0;0;0%;0%;0%

37;josh;rails;Joshua Peek;Thu Feb 07 21:35:21 BRST 2008;2771;3237;1;0;1;0;0;1526;64;2;29;117608;0;0;0%;0%;0%

38;cdcarter;backpacking;Christian Carter;Fri Feb 08 01:55:18 BRST 2008;2770;3;1;1;0;0;0;9;0;5;41;179;0;0;0%;0%;0%

39;jnewland;capsize;Jesse Newland;Fri Feb 08 10:12:11 BRST 2008;2770;6;2;1;1;0;0;415;84;10;40;253;0;0;0%;0%;0%

40;sr;ape;Simon Rozet;Sat Feb 09 11:46:14 BRST 2008;2769;9;1;1;0;0;0;426;157;0;7;368;0;0;0%;0%;0%

41;collectiveidea;audited;Collective Idea;Sat Feb 09 14:14:05 BRST 2008;2769;60;228;93;135;1;1;0;0;304;1265;1587;0;0;0%;0%;0%

42;collectiveidea;acts_as_geocodable;Collective Idea;Sat Feb 09 14:20:11 BRST 2008;2769;8;33;11;22;0;0;0;0;31;207;790;0;0;0%;0%;0%

43;collectiveidea;acts_as_money;Collective Idea;Sat Feb 09 14:22:42 BRST 2008;2769;3;1;1;0;0;0;0;0;15;42;97;0;0;0%;0%;0%

44;collectiveidea;random_finders;Collective Idea;Sat Feb 09 15:06:35 BRST 2008;2769;2;1;0;1;0;0;0;0;2;12;96;0;0;0%;0%;0%

45;collectiveidea;with_action;Collective Idea;Sat Feb 09 15:10:02 BRST 2008;2769;2;2;2;0;0;0;0;0;2;24;431;0;0;0%;0%;0%

46;collectiveidea;graticule;Collective Idea;Sat Feb 09 15:23:49 BRST 2008;2769;21;47;16;31;0;0;0;0;48;290;921;0;0;0%;0%;0%

47;collectiveidea;tinder;Collective Idea;Sat Feb 09 16:18:23 BRST 2008;2769;50;75;14;61;0;0;0;0;93;251;780;0;0;0%;0%;0%

48;macournoyer;invisible;Marc-André Cournoyer;Sat Feb 09 16:38:52 BRST 2008;2769;2;1;1;0;0;0;732;51;6;49;206;0;0;0%;0%;0%

49;adamwiggins;rush;Adam Wiggins;Sun Feb 10 18:21:42 BRST 2008;2768;9;21;16;5;0;0;552;16;79;454;894;0;0;0%;0%;0%

50;mtodd;halcyon;Matt Todd;Mon Feb 11 04:29:57 BRST 2008;2767;6;1;0;1;0;0;343;257;6;61;1274;0;0;0%;0%;0%

