
0;mojombo;grit;Tom Preston-Werner;Mon Oct 29 12:37:16 BRST 2007;2877;48;Ruby;189;0;0;0;0;18412;11;451;1854;7954;0;0;0%;0%;0%

0;mojombo;grit;Tom Preston-Werner;Mon Oct 29 12:37:16 BRST 2007;2877;48;Ruby;189;0;0;0;0;18412;11;451;1854;7954;0;0;0%;0%;0%

1;rubinius;rubinius;Rubinius;Sat Jan 12 14:46:52 BRST 2008;2802;553;Ruby;3499;0;0;0;0;0;0;582;2476;205272;0;0;0%;0%;0%

2;mojombo;god;Tom Preston-Werner;Sun Jan 13 03:16:23 BRST 2008;2801;82;Ruby;220;0;0;0;0;18412;11;441;1831;3122;0;0;0%;0%;0%

3;defunkt;ambition;Chris Wanstrath;Mon Jan 14 04:28:56 BRST 2008;2800;3;Ruby;2;0;0;0;0;14636;208;13;141;473;0;0;0%;0%;0%

4;technoweenie;restful-authentication;risk danger olson;Mon Jan 14 12:44:23 BRST 2008;2800;39;Ruby;33;0;0;0;0;2171;17;274;1635;1208;0;0;0%;0%;0%

5;technoweenie;attachment_fu;risk danger olson;Mon Jan 14 12:51:56 BRST 2008;2800;36;Ruby;52;0;0;0;0;2171;17;291;1033;1008;0;0;0%;0%;0%

6;topfunky;bong;Geoffrey Grosenbach;Tue Jan 15 03:42:45 BRST 2008;2799;2;Ruby;2;0;0;0;0;1082;199;4;60;123;0;0;0%;0%;0%

7;anotherjesse;s3;Jesse Andrews;Tue Jan 15 06:09:42 BRST 2008;2799;9;JavaScript;2;0;0;0;0;120;31;6;22;393;0;0;0%;0%;0%

8;anotherjesse;taboo;Jesse Andrews;Tue Jan 15 06:13:02 BRST 2008;2799;14;JavaScript;1;0;0;0;0;120;31;9;20;781;0;0;0%;0%;0%

9;anotherjesse;foxtracs;Jesse Andrews;Tue Jan 15 06:18:59 BRST 2008;2799;4;JavaScript;2;0;0;0;0;120;31;0;4;135;0;0;0%;0%;0%

10;macournoyer;thin;Marc-André Cournoyer;Sat Jan 19 03:39:04 BRST 2008;2795;81;Ruby;279;0;0;0;0;734;51;243;1647;3306;0;0;0%;0%;0%

11;jamesgolick;resource_controller;James Golick;Sat Jan 19 20:55:05 BRST 2008;2795;10;Ruby;12;0;0;0;0;544;30;91;508;776;0;0;0%;0%;0%

