
LABEL;INTERNATIONALIZATION;1
LABEL;COMMENTS;1
LABEL;DATA;1
LABEL;OBJECTS;1
LABEL;ORM;1
LABEL;OUTPUT;1
LABEL;PROTECTED;1
LABEL;TEMPLATE;1
LABEL;|M| 0•4;1
LABEL;AUTOESCAPE;1
LABEL;A LABEL;1
LABEL;UI;2
LABEL;REVIEW;1
LABEL;FIX;5
LABEL;HOLD;1
LABEL;LAYOUT;1
LABEL;1 - READY;1
LABEL;3 - DONE;1
LABEL;SERVER;1
LABEL;PROJECT;1
LABEL;YAML 2.0.1;1
LABEL;0.0.1;1
LABEL;CONTRIBUTION;1
LABEL;0.0.2;1
LABEL;2.0.9;1
LABEL;2.0.7;4
LABEL;READY;1
LABEL;BINDATA;1
LABEL;NEWSPAPER;1
LABEL;NEED-FAILING-TEST;1
LABEL;DEV;1
LABEL;TVDB_API;1
LABEL;TVNAMER;1
LABEL;IMPROVEMENT;32
LABEL;MYSQL;1
LABEL;WATIR2;1
LABEL;JARIB;1
LABEL;WAITING;2
LABEL;HELP;1
LABEL;RESEARCH;1
LABEL;MAYBE;1
LABEL;0.5;1
LABEL;MISSING-TESTS;1
LABEL;WEBSITE;1
LABEL;1.0.0;1
LABEL;MINOR;4
LABEL;PERFORMANCE;1
LABEL;WHITESPACE;1
LABEL;BREAKSCOMPATIBILITY;1
LABEL;3.0 RELEASE;1
LABEL;1.0;1
LABEL;RENDERING;1
LABEL;ERROR;1
LABEL;DELAYED;1
LABEL;RUBY;66
LABEL;SUGGESTION;1
LABEL;TECHDEBT;1
LABEL;SETTINGS;1
LABEL;LESS IMPORTANT;1
LABEL;V1.4.0;1
LABEL;CORE;5
LABEL;GLORYBOX;1
LABEL;ESOBCHENKO;1
LABEL;AGENT;1
LABEL;BEATLES;1
LABEL;MAINTENANCE;1
LABEL;NEWBIE;1
LABEL;1.1;1
LABEL;EXPERIMENT;1
LABEL;1.2.0;1
LABEL;1.1.4;1
LABEL;1.1.2;1
LABEL;1.1.3;1
LABEL;1.1.0;14
LABEL;1.0.5;1
LABEL;HARDER;1
LABEL;NEED MORE INFO;21
LABEL;RE-ASSESS;1
LABEL;DSL;1
LABEL;FROM-LIGHTHOUSE;1
LABEL;|M| 0•5;1
LABEL;|S| NEW;1
LABEL;@MATTUP;1
LABEL;CORE-ENGINE;1
LABEL;CORE-NODES;1
LABEL;DUCKTYPE;1
LABEL;NOMETHODERROR;1
LABEL;3DSECURE;1
LABEL;GATEWAY;1
LABEL;V2;1
LABEL;NEEDS WORK;1
LABEL;TECHNICAL DEBT;1
LABEL;NEEDS REMOTE CREDENTIALS;1
LABEL;CRITICAL;1
LABEL;OSX;1
LABEL;CONFIGURATION;1
LABEL;RACE;1
LABEL;GET READY;1
LABEL;EVENTS;1
LABEL;WINNER;1
LABEL;PENDING.RELEASE;1
LABEL;STATS;1
LABEL;SKINS;1
LABEL;ALL SCREENS;1
LABEL;INSTALLER;1
LABEL;1.0.PRE;1
LABEL;JAVA;1
LABEL;NEW_FEATURES;1
LABEL;V1.0.0;1
LABEL;0.9.3.1;1
LABEL;0.10;1
LABEL;0.9.3;1
LABEL;NEW-FEATURE;1
LABEL;0.9.2;1
LABEL;WEB;1
LABEL;MAJOR-CHANGE;1
LABEL;0.9.1;1
LABEL;BLUE-SKY;1
LABEL;0.9;1
LABEL;0.0.3;1
LABEL;FONTS;1
LABEL;BEHAVIOR;1
LABEL;MARKUP;1
LABEL;QUALITY;1
LABEL;STYLE;1
LABEL;STORIES;1
LABEL;?;1
LABEL;ALLAN;1
LABEL;LOGGING 2.0;1
LABEL;CURL;1
LABEL;HIGH;1
LABEL;LOW-HANGING-FRUIT;1
LABEL;IN MASTER;1
LABEL;5.1.0;1
LABEL;NEXT RELEASE;1
LABEL;4.0;1
LABEL;NOTICE;1
LABEL;CODECLIMATE;1
LABEL;3.0.0;1
LABEL;UPSTREAM;1
LABEL;WILL FIX;1
LABEL;2.1.8;1
LABEL;2.1.7.1;1
LABEL;2.1.7;1
LABEL;2.1.6;1
LABEL;COMMUNITY_SUPPORT;1
LABEL;COMMUNITY SUPPORT;1
LABEL;2.0.7.3;1
LABEL;2.0.7.2;1
LABEL;2.0.7.1;1
LABEL;3.X;1
LABEL;TEST MILESTONE;1
LABEL;JS;1
LABEL;RSS;1
LABEL;V.1.5.3;1
LABEL;NEEDS-VERIFICATION;1
LABEL;ZINC;1
LABEL;2.14-RELEASE;1
LABEL;2.13-RELEASE;1
LABEL;2.12-RELEASE;1
LABEL;2.2;1
LABEL;SUPPORT;1
LABEL;JSON-PARITY;1
LABEL;AFFECTS-1.4;1
LABEL;JSON/EXT;1
LABEL;PENDING-RESPONSE;1
LABEL;DEVELOPMENT;1
LABEL;DOC FIX;1
Listas de Milestones:
5.0.0;24
4.2.5;1
4.2.4;1
4.1.13;1
4.2.3;1
4.1.12;1
4.1.14;1
4.2.1;1
4.1.10;1
4.0.13;1
4.1.9;1
4.2.0;1
4.1.8;1
4.1.6;1
4.0.10;1
4.0.6;1
4.1.2;1
4.1.0;1
4.0.4;1
4.0.1;1
3.2.15;1
4.0.0;9
3.2.14;1
3.2.13;1
3.2.10;1
3.2.9;1
3.2.8;1
3.2.7;1
3.2.6;1
3.2.3;1
3.2.2;1
3.2.4;1
3.2.1;1
Rails 3.2;1
3.1.4;1
3.1.3;1
3.0.11;1
3.1.1;1
3.1.5;1
Rails 3.1;1
3.0.10;1
3.0.9;1
3.0.13;1
Rails 3.0.8;1
2.6.5;1
2.6.1;1
3.1.0;5
3.0.6;1
Version 3;1
2.1;3
3.0;1
2.0.x;1
1.3;1
1.3.3;1
1.3.2;2
1.3.0;1
1.2.2;1
1.2;1
Typus for Rails 4 Gem;1
Typus 3.1.0;1
5.0;1
3.3.0;1
2.2.2;1
mechanize 2.1;1
2.0;10
Future;1
0.5.3;1
0.5.2;1
0.5.1;1
1.5.2;1
1.6.0;1
1.5.3;1
2.0.0;22
1.7.0;1
1.5.1;1
1.5.0;1
1.2.6;1
1.4.5;1
1.4.4;1
1.4.3;1
1.4.2;1
1.4.1;5
Core 2.0 alpha 1;1
Core 1.4.0;1
Core 1.3.3;1
yaml 2.0.1;1
0.0.1;1
0.0.2;1
2.0.9;1
2.0.7;4
1.0.0;1
3.0 release;1
v1.4.0;1
1.2.0;1
1.1.4;1
1.1.2;1
1.1.3;1
1.1.0;14
1.0.5;1
v1.0.0;1
0.9.3.1;1
0.10;1
0.9.3;1
new-feature;1
0.9.2;1
bug-fix;1
major-change;1
0.9.1;1
blue-sky;1
0.9;1
0.0.3;1
Logging 2.0;1
5.1.0;1
4.0;1
3.0.0;1
2.1.8;1
2.1.7.1;1
2.1.7;1
2.1.6;1
Community Support;1
2.0.7.3;1
2.0.7.2;1
2.0.7.1;1
3.x;1
Test milestone;1
v.1.5.3;1
