
LABEL;RAHGRESSION;1
LABEL;ERROR;1
LABEL;GREENFIELD;1
LABEL;IMPROVEMENT;1
LABEL;BUG;445
LABEL;FEATURE;172
LABEL;SUPPORT;5
LABEL;0.6.0;1
LABEL;INTERNAL;5
LABEL;0.7.0;1
LABEL;DOC;51
LABEL;0.5.1;1
LABEL;0.5.0;1
LABEL;0.4.0;1
LABEL;0.3.7;1
LABEL;0.3.6;1
LABEL;DEPENDENCY;1
LABEL;ENHANCEMENT;207
LABEL;INVALID;25
LABEL;NICE TO HAVE;1
LABEL;LOW PRIORITY;1
LABEL;LONG TERM;1
LABEL;MIDDLE TERM;1
LABEL;SHORT TERM;1
LABEL;AREA - MESSAGING;1
LABEL;V5.0;1
LABEL;AREA - DOCUMENTATION;1
LABEL;2 - WORKING;1
LABEL;AREA - SAMPLES;1
LABEL;AREA - MS ASPNET;1
LABEL;AREA - OAUTH2;1
LABEL;V4.3.5;1
LABEL;0 - BACKLOG;1
LABEL;AREA - BUILD SYSTEM;1
LABEL;V4.3.1;3
LABEL;V4.2.3;1
LABEL;V4.3.2;1
LABEL;AREA - OAUTH 1;1
LABEL;V4.2.2;1
LABEL;AREA - OPENID;1
LABEL;V4.2.0;1
LABEL;V4.1.5;1
LABEL;V4.1.4;1
LABEL;V4.3.0;2
LABEL;V4.1.3;1
LABEL;V4.1.1;1
LABEL;V4.0.5;1
LABEL;DONATION CAMPAIGNS;1
LABEL;V4.1;1
LABEL;V4.0.4;1
LABEL;V4.0.3;1
LABEL;V4.0.2;1
LABEL;V4.0.1;1
LABEL;- FEATURE REQUEST;1
LABEL;1 - READY;1
LABEL;OPENID CONNECT;1
LABEL;V4.0.0;1
LABEL;OAUTH 2 FINAL;1
LABEL;SPLINTERS;1
LABEL;VIADUCT;1
LABEL;AREA - REPORTING;1
LABEL;AREA - DISCOVERY;1
LABEL;4.0.0;1
LABEL;QUESTION;119
LABEL;COMPATIBILITY;3
LABEL;3.3.0;1
LABEL;3.2.0;1
LABEL;3.1.0;1
LABEL;REBASE REQUIRED;1
LABEL;WAITING ON RESPONSE;1
LABEL;SQL;1
LABEL;2.4.2;1
LABEL;2.4.1;1
LABEL;3.0.0;1
LABEL;2.4.0;1
LABEL;ENCODINGS;1
LABEL;ENGINE;1
LABEL;HEROKU;1
LABEL;NEEDS-INPUT;1
LABEL;POSTGRESQL;1
LABEL;DB2;1
LABEL;RAILS;1
LABEL;1.3.18;1
LABEL;1.4.0;1
LABEL;DERBY;1
LABEL;MYSQL;1
LABEL;MSSQL;1
LABEL;SQLITE3;1
LABEL;WONT FIX;20
LABEL;ORACLE;1
LABEL;PERFORMANCE;6
LABEL;DONE;1
LABEL;RAKE;1
LABEL;1.3.0;1
LABEL;PARTIAL-FIX;1
LABEL;1.2.7;1
