UserName;RepositoryName;ID;REPORTER;DEVELOPER;Envolvidos;ReporterQueDesenvolve;DeveloperQueReporta;%ReporterQueDesenvolve;%DesenvolvedorQueReporta;ReporterQueDesenvolverTotal;DesenvolvedorQueReportaTotal
mojombo;grit;mojombogrit;126;38;164;5;15;4%;39%;3%;9%
