Issues Abertos;Issues Fechados;Issues Abertos (Bug);Issues Fechados (Bug);Issues Fechados em commit;Bugs Fechados em Commits;% issues Fechados commits;%bug fechados commits (X n de bugs);%bug fechados commits (X total de issues);Colunas1
13956;95703;451;2180;9972;562;10%;26%;1%;
