Indice;usuario;Repositorio;ID;owner;dataCriado;IdadeDias;Contributors;ContributorsAjustado;Linguagem;Nissue;NissueAjustado;OpenIssues;ClosedIssues;OpenIssueBug;ClosedIssueBug;Followers;FollowersAjustado;Following;Forks;Watchers;KB;MB;IssueXMB;IssueXMBAjustado;ContemIssue;IdadeSemana;ReportersIssue;SomaTimeToFix;MediaTimeToFix
0;mojombo;grit;mojombogrit;Tom Preston-Werner;Mon Oct 29 12:37:16 BRST 2007;2924;48;48;Ruby;189;189;2;187;0;4;18594;18594;11;451;1850;7954;7,767578125;24,33190847;24,33191;Contem Issue;417,71;136;98974;523,6719577
